Date,day,year,year2,DateSPSS,Name,Name2,Record#,TypeofInteraction,FemaleAgeclass,FemaleMotherClass,OffspringClass,ObservedReproductiveStatus,EndocrineStatusHormones,CyclePhaseHormones,ReproductiveStatus,Endo2,Endo3,Endo4,Endo5,Endo6,Endo7,Endo8,Pregnantvs.nonpregnant,E1CmgCr,PDGmgCr,CommentMET,EndorineComment,SocialInteraction,InteractionwithMale,Mating,NearMating,Consortship,ObservationMinutes,FollowType,FollowTypeII,Lengthofmating,PelvicThrusts,Male,MaletypeI,MaleTypeII,MaleTypeIII,MatingTypeExcel,MatingTypePercent,MatingTypePercentII,MatingTypeII,MatingTypeIII,Matingtypequestionable,TotalnonresistantProceptiveandResistanceBehaviors,NonResistantBeforeBehaviors,NonResistantDuringBehaviors,Totalnonresistantbehaviors,NonresistantBehaviors,ProceptiveBehaviors,ProceptiveBehaviors_A,TotalunresistedandProcepetivebehaviors,unresistedandProcepetivebehaviors,ResistantBeforeBehaviors,BeforeBehaviors,ResistantDuringBehaviors,DuringBehaviors,TotalResistantBehaviors,ResistantBehaviors,AttractionBehaviors,Mating01,POP,preg,lact,prime,past,unflanged,included,endomiss
34923,224,95,95.61396303901438,08/12/1995,Kristen,Kristen,1858,,Adult Female,Mother,Over 4 yrs,L5,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,5579,129,,,Y,N,N,N,N,755,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34924,225,95,95.6167008898015,08/13/1995,Kristen,Kristen,1861,,Adult Female,Mother,Over 4 yrs,L5,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,7690,120,,,N,N,N,N,N,715,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34925,226,95,95.61943874058863,08/14/1995,Kristen,Kristen,1864,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,775,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34926,227,95,95.62217659137578,08/15/1995,Kristen,Kristen,1866,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,727,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34936,237,95,95.6495550992471,08/25/1995,Kristen,Kristen,1886,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,286,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34937,238,95,95.65229295003422,08/26/1995,Kristen,Kristen,1890,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,728,T  late and lost,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34957,258,95,95.70704996577686,09/15/1995,Kristen,Kristen,1897,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,170,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34958,259,95,95.709787816564,09/16/1995,Kristen,Kristen,1899,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,681,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34959,260,95,95.71252566735113,09/17/1995,Kristen,Kristen,1901,,Adult Female,Mother,Over 4 yrs,L5,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,775,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34960,261,95,95.71526351813826,09/18/1995,Kristen,Kristen,1903,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,665,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34961,262,95,95.7180013689254,09/19/1995,Kristen,Kristen,1905,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,425,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34962,263,95,95.72073921971253,09/20/1995,Kristen,Kristen,1907,,Adult Female,Mother,Over 4 yrs,L5,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,8015,388,,,N,N,N,N,N,740,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34973,274,95,95.75085557837097,10/01/1995,Kristen,Kristen,1915,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,N,N,490,D  found then full day,, , ,Male (no info on male type),No data,No data,No Data,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34974,275,95,95.75359342915812,10/02/1995,Kristen,Kristen,1917,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,760,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35053,354,95,95.96988364134155,12/20/1995,Kristen,Kristen,1988,,Adult Female,Mother,Over 4 yrs,L5,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,20418,299,,,partial,,N,N,N,557,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35054,355,95,95.97262149212868,12/21/1995,Kristen,Kristen,1989,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,N,N,820,F  full,F, , ,Unflanged Male,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,1
35055,356,95,95.97535934291581,12/22/1995,Kristen,Kristen,1990,,Adult Female,Mother,Over 4 yrs,L5,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,13058,192,,,Y,Y,N,N,N,730,F  full,F, , ,Unflanged Male,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,1
35056,357,95,95.97809719370294,12/23/1995,Kristen,Kristen,1991,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,825,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35062,363,95,95.99452429842573,12/29/1995,Kristen,Kristen,1995,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,365,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35063,364,95,95.99726214921287,12/30/1995,Kristen,Kristen,1997,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,770,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35064,000,96,96,12/31/1995,Kristen,Kristen,2000,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,785,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35276,212,96,96.58042436687201,07/30/1996,Kristen,Kristen,2112,,Adult Female,Mother,Over 4 yrs,L6,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,340,L  late full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35277,213,96,96.58316221765914,07/31/1996,Kristen,Kristen,2113,,Adult Female,Mother,Over 4 yrs,L6,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,15788,120,,,Y,N,N,N,N,732,H  lost,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35537,108,97,97.29500342231348,04/18/1997,Kristen,Kristen,2320,,Adult Female,Mother,Over 4 yrs,L6,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,150,L  late full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35538,109,97,97.29774127310061,04/19/1997,Kristen,Kristen,2325,,Adult Female,Mother,Over 4 yrs,L6,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,7086,128,,,Y,N,N,N,N,755,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35690,261,97,97.7138945927447,09/18/1997,Kristen,Kristen,2514,,Adult Female,Mother,Over 4 yrs,L7,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,200,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35691,262,97,97.71663244353182,09/19/1997,Kristen,Kristen,2518,,Adult Female,Mother,Over 4 yrs,L7,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,32463,917,,,N,N,N,N,N,712,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35699,270,97,97.73853524982889,09/27/1997,Kristen,Kristen,2540,,Adult Female,Mother,Over 4 yrs,L7,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,315,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35700,271,97,97.74127310061601,09/28/1997,Kristen,Kristen,2541,,Adult Female,Mother,Over 4 yrs,L7,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,N,N,630,H  lost,, , ,Roman,Flanged,Past Prime,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,1,0,1,1
33939,336,92,92.91991786447639,12/01/1992,Lolita,Lolita,529,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,445,D  found then full day,D, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33940,337,92,92.92265571526352,12/02/1992,Lolita,Lolita,531,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,312,D  found then full day,M, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33941,338,92,92.92539356605064,12/03/1992,Lolita,Lolita,533,Attempt 1,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,Y,N,531,H  lost,H,0.029861, ,male (no info on type),No data,No data,No Data,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33986,018,93,93.0485968514716,01/18/1993,Lolita,Lolita,546,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,420,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33987,019,93,93.05133470225873,01/19/1993,Lolita,Lolita,547,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,774,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33988,020,93,93.05407255304586,01/20/1993,Lolita,Lolita,548,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,577,L  late full day,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33989,021,93,93.056810403833,01/21/1993,Lolita,Lolita,550,,Adult Female,Mother,Over 4 yrs,L5,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,17616,274,,,N,N,N,N,N,747,L  late full day,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33184,312,90,90.85284052019165,11/08/1990,Marissa,Marissa,6,Mating 1,Adult Female,Mother,Over 4 yrs,L5,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,8994,336,,"only 2 samples, low hormonal profiles",Y,Y,Y,,Y,740,F  full,F,0.006944, ,ML08Nov94,Flanged,Prime Male,Prime,Forced,Forced,Forced,Forced,Resisted,No,3, , , ,0, ,0, ,0,2,0.67,1,0.33,3,1,1,1,0,0,0,1,0,0,1,1
33268,030,91,91.08281998631075,01/30/1991,Marissa,Marissa,12,Mating 1,Adult Female,Mother,Over 4 yrs,L6,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,Y,,,205,D  found then full day,D,0.00625, ,UML31Jan95,Unflanged,Unflanged,Non-Prime,Cooperative,Cooperative,Cooperative,Unforced,Unresisted,No,2, ,1,1,0.5, ,0,1,0.5,1,0.5, ,0,1,0.5,1,1,0,0,0,0,0,1,1,1
33269,031,91,91.08555783709788,01/31/1991,Marissa,Marissa,13,Mating 1,Adult Female,Mother,Over 4 yrs,L6,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,Y,,,750,F  full,F,0.003472, ,UML31Jan95,Unflanged,Unflanged,Non-Prime,Cooperative,Cooperative,Cooperative,Unforced,Unresisted,No,1,1, ,1,1, ,0,1,1, ,0, ,0, ,0, ,1,0,0,0,0,0,1,1,1
33502,264,91,91.72347707049965,09/21/1991,Marissa,Marissa,19,Consortship,Adult Female,Mother,Over 4 yrs,L6,cycling,pop,Cycling,POP,Cycling,POP,POP,POP,POP,POP,Non-Preg,21223,687,,Called POP because PDG peaks two days later; but not really sure it is POP,Y,Y,N,N,Y,788,F  full,F, , ,Subadult H,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,1,0,0,0,0,1,1,0
33878,275,92,92.75290896646133,10/01/1992,Marissa,Marissa,20,Mating 1,Adult Female,Mother,Over 4 yrs,L7,,,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg, , ,,ovulation occurs 15-17 Oct -- see attached,Y,Y,Y,N,N,281,D  found then full day,D,0.00625, ,UML02Oct96,Unflanged,Unflanged,Non-Prime,Forced,Forced,Forced,Forced,Resisted,No,2, , , ,0, ,0, ,0, ,0,2,1,2,1,1,1,0,0,0,0,0,1,1,0
34061,093,93,93.2539356605065,04/03/1993,Marissa,Marissa,22,Mating 1,Adult Female,Mother,Over 4 yrs,L8,,,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg, , ,,mid-luteal phase,Y,Y,Y,N,N,700,F  full,F,0.006053, ,UML03Apr97,Unflanged,Unflanged,Non-Prime,Forced,Forced,Forced,Forced,Resisted,No,4, ,1,1,0.25, ,0,1,0.25,1,0.25,2,0.5,3,0.75, ,1,0,0,0,0,0,1,1,0
34136,168,93,93.45927446954141,06/17/1993,Marissa,Marissa,24,Consortship,Adult Female,Mother,Over 4 yrs,L8,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,Y,Y,716,F  full,F,0.104167, ,Unflanged Male,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,1
34157,189,93,93.51676933607118,07/08/1993,Marissa,Marissa,25,Consortship,Adult Female,Mother,Over 4 yrs,L8,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,N,Y,314,D  found then full day,,0.084722, ,Unflanged Male,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,1
34318,350,93,93.95756331279945,12/16/1993,Marissa,Marissa,26,Mating 1,Adult Female,Mother,Over 4 yrs,L8,cycling,pop,Cycling,POP,Cycling,POP,POP,POP,POP,POP,Non-Preg,46754,1249,,ovulation occurs approx 15-16 Dec see attached,Y,Y,Y,Y,Y,667,F  full,F,0.003785, ,Jari Manis,Flanged,Prime Male,Prime,Cooperative,Cooperative,Cooperative,Unforced,Unresisted,No,1,1, ,1,1, ,0,1,1, ,0, ,0, ,0,2,1,1,0,0,1,0,0,1,0
34318,350,93,93.95756331279945,12/16/1993,Marissa,Marissa,27,Mating 2,Adult Female,Mother,Over 4 yrs,L8,cycling,pop,Cycling,POP,Cycling,POP,POP,POP,POP,POP,Non-Preg,46754,1249,,ovulation occurs approx 15-16 Dec see attached,Y,Y,Y,Y,Y,667,F  full,F,0.004074, ,Jari Manis,Flanged,Prime Male,Prime,Cooperative,Cooperative,Cooperative,Unforced,Unresisted,No,2, ,1,1,0.5, ,0,1,0.5,1,0.5, ,0,1,0.5,3,1,1,0,0,1,0,0,1,0
34340,007,94,94.01779603011636,01/07/1994,Marissa,Marissa,29,Attempt 1,Adult Female,Mother,Over 4 yrs,,,,Cycling,Near-POP,Cycling,POP,non-POP,Near-POP,non-POP,non-POP,Non-Preg, , ,,ovulation should occur approx 15-17 Jan see attached,Y,Y,Y,Y,N,806,F  full,F, , ,Jari Manis,Flanged,Prime Male,Prime,,Forced,Forced,,,,1, , , ,0, ,0, ,0,1,1, ,0,1,1,1,0,1,0,0,1,0,0,1,0
34340,007,94,94.01779603011636,01/07/1994,Marissa,Marissa,30,Mating 1,Adult Female,Mother,Over 4 yrs,,,,Cycling,Near-POP,Cycling,POP,non-POP,Near-POP,non-POP,non-POP,Non-Preg, , ,,ovulation should occur approx 15-17 Jan see attached,Y,Y,Y,Y,N,806,F  full,F,0.002743, ,Jari Manis,Flanged,Prime Male,Prime,Forced,Forced,Forced,Forced,Resisted,No,3, ,1,1,0.33, ,0,1,0.33,1,0.33,1,0.33,2,0.67,2,1,1,0,0,1,0,0,1,0
34341,008,94,94.02053388090349,01/08/1994,Marissa,Marissa,32,Mating 1,Adult Female,Mother,Over 4 yrs,,,,Cycling,Near-POP,Cycling,POP,non-POP,Near-POP,non-POP,non-POP,Non-Preg, , ,,ovulation should occur approx 15-17 Jan see attached,Y,Y,Y,Y,Y,792,F  full,F,0.010266, ,Jari Manis,Flanged,Prime Male,Prime,Forced,Cooperative,Cooperative,Unforced,Unresisted,Yes,3,1,1,2,0.67, ,0,2,0.67,1,0.33, ,0,1,0.33,1,1,1,0,0,1,0,0,1,0
34341,008,94,94.02053388090349,01/08/1994,Marissa,Marissa,33,Attempt 1,Adult Female,Mother,Over 4 yrs,,,,Cycling,Near-POP,Cycling,POP,non-POP,Near-POP,non-POP,non-POP,Non-Preg, , ,,ovulation should occur approx 15-17 Jan see attached,Y,Y,Y,Y,Y,792,F  full,F, , ,Jari Manis,Flanged,Prime Male,Prime,,Forced,Forced,,,,1, , , ,0, ,0, ,0,1,1, ,0,1,1,1,0,1,0,0,1,0,0,1,0
34342,009,94,94.02327173169063,01/09/1994,Marissa,Marissa,34,Consortship,Adult Female,Mother,Over 4 yrs,,cycling,near-pop,Cycling,Near-POP,Cycling,POP,non-POP,Near-POP,non-POP,non-POP,Non-Preg,54385,1709,,,Y,Y,N,N,Y,815,F  full,F, , ,Jari Manis,Flanged,Prime Male,Prime,,Forced,Forced,,,,1, , , ,0, ,0, ,0,1,1, ,0,1,1,1,0,1,0,0,1,0,0,1,0
34343,010,94,94.02600958247776,01/10/1994,Marissa,Marissa,38,Attempt 1,Adult Female,Mother,Over 4 yrs,,cycling,near-pop,Cycling,Near-POP,Cycling,POP,non-POP,Near-POP,non-POP,non-POP,Non-Preg,65153,891,,ovulation should occur approx 15-17 Jan see attached,Y,Y,Y,Y,Y,770,F  full,F, ,224,Toby,Unflanged,Unflanged,Non-Prime,,Cooperative,Cooperative,Unforced,Unresisted,,1,1, ,1,1, ,0,1,1, ,0, ,0, ,0,3,0,1,0,0,0,0,1,1,0
34343,010,94,94.02600958247776,01/10/1994,Marissa,Marissa,39,Mating 1,Adult Female,Mother,Over 4 yrs,,cycling,near-pop,Cycling,Near-POP,Cycling,POP,non-POP,Near-POP,non-POP,non-POP,Non-Preg,65153,891,,ovulation should occur approx 15-17 Jan see attached,Y,Y,Y,Y,Y,770,F  full,F,0.00191,224,Jari Manis,Flanged,Prime Male,Prime,Forced,Forced,Forced,Forced,Resisted,No,3, ,1,1,0.33, ,0,1,0.33,1,0.33,1,0.33,2,0.67,3,1,1,0,0,1,0,0,1,0
33183,311,90,90.85010266940452,11/07/1990,Marissa,Marissa,122,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,,,,,360,D  found then full day,D, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33185,313,90,90.85557837097878,11/09/1990,Marissa,Marissa,126,,Adult Female,Mother,Over 4 yrs,L5,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,11172,184,,,N,N,N,N,N,722,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33186,314,90,90.85831622176592,11/10/1990,Marissa,Marissa,127,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,200,H  lost,H, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33216,344,90,90.94045174537987,12/10/1990,Marissa,Marissa,149,,Adult Female,Mother,Over 4 yrs,L5,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,22291,1095,,,Y,N,,,,323.5,P  found and lost,P, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33257,019,91,91.05270362765229,01/19/1991,Marissa,Marissa,178,,Adult Female,Mother,Over 4 yrs,L6,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,12555,86,,,Y,Y,N,N,N,794,F  full,F,0.0375, ,Tumor Belly,Flanged,Past Prime,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,1,0,1,1
33270,032,91,91.08829568788501,02/01/1991,Marissa,Marissa,194,,Adult Female,Mother,Over 4 yrs,L6,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,0,N  No data,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33354,116,91,91.31827515400411,04/26/1991,Marissa,Marissa,236,,Adult Female,Mother,Over 4 yrs,L6,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,94.5,P  found and lost,P, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33360,122,91,91.33470225872689,05/02/1991,Marissa,Marissa,245,,Adult Female,Mother,Over 4 yrs,L6,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,N,N,85.5,D  found then full day,D, , ,Roman,Flanged,Prime Male,Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,1,1
33361,123,91,91.33744010951403,05/03/1991,Marissa,Marissa,247,,Adult Female,Mother,Over 4 yrs,L6,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,721,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33362,124,91,91.34017796030116,05/04/1991,Marissa,Marissa,249,,Adult Female,Mother,Over 4 yrs,L6,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,766,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33389,151,91,91.41409993155374,05/31/1991,Marissa,Marissa,268,,Adult Female,Mother,Over 4 yrs,L6,cycling,non-pop,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg,11666,1960,,,N,N,N,N,N,694,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,0
33390,152,91,91.41683778234086,06/01/1991,Marissa,Marissa,269,,Adult Female,Mother,Over 4 yrs,L6,cycling,non-pop,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg,8151,526,,,N,N,N,N,N,715,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,0
33391,153,91,91.41957563312799,06/02/1991,Marissa,Marissa,270,,Adult Female,Mother,Over 4 yrs,L6,cycling,non-pop,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg,8651,767,,,N,N,N,N,N,692,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,0
33392,154,91,91.42231348391513,06/03/1991,Marissa,Marissa,271,,Adult Female,Mother,Over 4 yrs,L6,cycling,non-pop,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg,7604,1946,,,N,N,N,N,N,710,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,0
